season_id,match_id,date,city,venue,floodlit,match_title,team1,team2,toss_winner,toss_decision,team1_score,team1_wickets,team1_overs,team2_score,team2_wickets,team2_overs,team1_captain,team2_captain,team1_players,team2_players,winner,result_type,win_margin,player_of_match,umpire1,umpire2,tv_umpire,reserve_umpire,match_referee
4,120,2016-11-11T00:00:00.000Z,Dhaka,"Shere Bangla National Stadium, Mirpur",night,7th Match,Dhaka Dynamites,Rajshahi Kings,Rajshahi Kings,Bowl,138.0,5.0,20.0,139.0,4.0,18.1,Shakib Al Hasan,Daren Sammy,"['Mehedi Maruf', 'Kumar Sangakkara', 'Mahela Jayawardene', 'Shakib Al Hasan', 'Ravi Bopara', 'Mosaddek Hossain', 'Dwayne Bravo', 'Abu Jayed', 'Mohammad Shahid', 'Alauddin Babu', 'Nasir Hossain']","['Mominul Haque', 'Rony Talukdar', 'Sabbir Rahman', 'Umar Akmal', 'Samit Patel', 'Daren Sammy', 'Abul Hasan', 'Farhad Reza', 'Mohammad Sami', 'Mehidy Hasan Miraz', 'Nurul Hasan']",Rajshahi Kings,Wickets,6.0,Samit Patel,Khalid Mahmood,Masudur Rahman,Ranmore Martinesz,Mozahiduzzaman,Showkatur Rahman
4,121,2016-11-12T00:00:00.000Z,Dhaka,"Shere Bangla National Stadium, Mirpur",day,8th Match,Khulna Titans,Chittagong Vikings,Chittagong Vikings,Bowl,127.0,7.0,20.0,123.0,9.0,20.0,Mahmudullah,Tamim Iqbal,"['Riki Wessels', 'Hasanuzzaman', 'Shuvagata Hom', 'Mahmudullah', 'Alok Kapali', 'Nicholas Pooran', 'Ariful Haque', 'Kevon Cooper', 'Mosharraf Hossain', 'Shafiul Islam', 'Junaid Khan']","['Tamim Iqbal', 'Dwayne Smith', 'Anamul Haque', 'Shoaib Malik', 'Zakir Hasan', 'Jahurul Islam', 'Mohammad Nabi', 'Chaturanga de Silva', 'Abdur Razzak', 'Taskin Ahmed', 'Subashis Roy']",Khulna Titans,Runs,4.0,Mahmudullah,Mahfuzur Rahman,Ranmore Martinesz,Masudur Rahman,Akteruzzaman,Showkatur Rahman
4,122,2016-11-12T00:00:00.000Z,Dhaka,"Shere Bangla National Stadium, Mirpur",night,9th Match,Dhaka Dynamites,Rangpur Riders,Rangpur Riders,Bowl,170.0,6.0,20.0,92.0,9.0,19.2,Shakib Al Hasan,Naeem Islam,"['Mehedi Maruf', 'Kumar Sangakkara', 'Nasir Hossain', 'Ravi Bopara', 'Shakib Al Hasan', 'Mosaddek Hossain', 'Dwayne Bravo', 'Seekkuge Prasanna', 'Mohammad Shahid', 'Alauddin Babu', 'Sunzamul Islam']","['Mohammad Shahzad', 'Soumya Sarkar', 'Mohammad Mithun', 'Liam Dawson', 'Naeem Islam', 'Shahid Afridi', 'Sohag Gazi', 'Muktar Ali', 'Arafat Sunny', 'Rubel Hossain', 'Richard Gleeson']",Dhaka Dynamites,Runs,78.0,Mosaddek Hossain,Khalid Mahmood,Nadir Shah,Masudur Rahman,Akteruzzaman,Showkatur Rahman
4,123,2016-11-13T00:00:00.000Z,Dhaka,"Shere Bangla National Stadium, Mirpur",day,10th Match,Barisal Bulls,Rajshahi Kings,Rajshahi Kings,Bowl,192.0,4.0,20.0,188.0,6.0,20.0,,Daren Sammy,"['Dilshan Munaweera', 'Dawid Malan', 'Shahriar Nafees', 'Mushfiqur Rahim', 'Thisara Perera', 'Monir Hossain', 'Rayad Emrit', 'Nadif Chowdhury', 'Al-Amin Hossain', 'Taijul Islam', 'Abu Hider']","['Mominul Haque', 'Raqibul Hasan', 'Sabbir Rahman', 'Umar Akmal', 'Samit Patel', 'Daren Sammy', 'Nurul Hasan', 'Abul Hasan', 'Kesrick Williams', 'Mehidy Hasan Miraz', 'Farhad Reza']",Barisal Bulls,Runs,4.0,Sabbir Rahman,Anisur Rahman,Khalid Mahmood,Sharfuddoula,Akteruzzaman,Obaydul Haque
4,124,2016-11-13T00:00:00.000Z,Dhaka,"Shere Bangla National Stadium, Mirpur",night,11th Match,Khulna Titans,Comilla Victorians,Comilla Victorians,Bowl,144.0,9.0,20.0,131.0,9.0,20.0,Mahmudullah,Mashrafe Mortaza,"['Andre Fletcher', 'Hasanuzzaman', 'Shuvagata Hom', 'Mahmudullah', 'Nicholas Pooran', 'Alok Kapali', 'Ariful Haque', 'Kevon Cooper', 'Mosharraf Hossain', 'Junaid Khan', 'Shafiul Islam']","['Litton Das', 'Imrul Kayes', 'Marlon Samuels', 'Najmul Hossain Shanto', 'Ashar Zaidi', 'Sohail Tanvir', 'Mashrafe Mortaza', 'Rashid Khan', 'Mohammad Saifuddin', 'Shykat Ali', 'Nabil Samad']",Khulna Titans,Runs,13.0,Shafiul Islam,Ranmore Martinesz,Sharfuddoula,Anisur Rahman,Akteruzzaman,Obaydul Haque
4,125,2016-11-14T00:00:00.000Z,Dhaka,"Shere Bangla National Stadium, Mirpur",day,12th Match,Chittagong Vikings,Barisal Bulls,Barisal Bulls,Bowl,163.0,3.0,20.0,167.0,3.0,19.4,Tamim Iqbal,,"['Tamim Iqbal', 'Jahurul Islam', 'Anamul Haque', 'Dwayne Smith', 'Zakir Hasan', 'Nazmul Hossain Milon', 'Mohammad Nabi', 'Imran Khan', 'Subashis Roy', 'Abdur Razzak', 'Grant Elliott']","['Josh Cobb', 'Dawid Malan', 'Shahriar Nafees', 'Thisara Perera', 'Mushfiqur Rahim', 'Rayad Emrit', 'Nadif Chowdhury', 'Al-Amin Hossain', 'Taijul Islam', 'Abu Hider', 'Kamrul Islam']",Barisal Bulls,Wickets,7.0,Dawid Malan,Khalid Mahmood,Tanvir Ahmed,Gazi Sohel,Imran Parvez,Obaydul Haque
4,126,2016-11-14T00:00:00.000Z,Dhaka,"Shere Bangla National Stadium, Mirpur",night,13th Match,Dhaka Dynamites,Comilla Victorians,Comilla Victorians,Bowl,194.0,5.0,20.0,161.0,9.0,20.0,Shakib Al Hasan,Mashrafe Mortaza,"['Mehedi Maruf', 'Kumar Sangakkara', 'Nasir Hossain', 'Ravi Bopara', 'Shakib Al Hasan', 'Dwayne Bravo', 'Seekkuge Prasanna', 'Mosaddek Hossain', 'Mohammad Shahid', 'Alauddin Babu', 'Sunzamul Islam']","['Imrul Kayes', 'Jasim Uddin', 'Ahmed Shehzad', 'Najmul Hossain Shanto', 'Ryan ten Doeschate', 'Sohail Tanvir', 'Rashid Khan', 'Al-Amin', 'Mashrafe Mortaza', 'Mohammad Saifuddin', 'Nabil Samad']",Dhaka Dynamites,Runs,33.0,Mehedi Maruf,Nadir Shah,Ranmore Martinesz,Gazi Sohel,Imran Parvez,Obaydul Haque
4,127,2016-11-17T00:00:00.000Z,Chattogram,"Zahur Ahmed Chowdhury Stadium, Chittagong",day,14th Match,Dhaka Dynamites,Chittagong Vikings,Chittagong Vikings,Bowl,148.0,9.0,20.0,129.0,8.0,20.0,Shakib Al Hasan,Tamim Iqbal,"['Mehedi Maruf', 'Kumar Sangakkara', 'Nasir Hossain', 'Mosaddek Hossain', 'Shakib Al Hasan', 'Dwayne Bravo', 'Seekkuge Prasanna', 'Matt Coles', 'Alauddin Babu', 'Sunzamul Islam', 'Mohammad Shahid']","['Tamim Iqbal', 'Jahurul Islam', 'Anamul Haque', 'Mahmudul Hasan', 'Mohammad Nabi', 'Grant Elliott', 'Nazmul Hossain Milon', 'Saqlain Sajib', 'Tymal Mills', 'Imran Khan', 'Subashis Roy']",Dhaka Dynamites,Runs,19.0,Mohammad Shahid,Nadir Shah,Ranmore Martinesz,Masudur Rahman,Tanvir Ahmed,Akhtar Ahmad
4,128,2016-11-17T00:00:00.000Z,Chattogram,"Zahur Ahmed Chowdhury Stadium, Chittagong",night,15th Match,Rangpur Riders,Barisal Bulls,Barisal Bulls,Bowl,175.0,6.0,20.0,163.0,10.0,19.4,Naeem Islam,,"['Mohammad Shahzad', 'Soumya Sarkar', 'Mohammad Mithun', 'Liam Dawson', 'Shahid Afridi', 'Ziaur Rahman', 'Sachithra Senanayake', 'Sohag Gazi', 'Arafat Sunny', 'Rubel Hossain', 'Naeem Islam']","['Dilshan Munaweera', 'Jeevan Mendis', 'Shahriar Nafees', 'Mushfiqur Rahim', 'Nadif Chowdhury', 'Thisara Perera', 'Rayad Emrit', 'Abu Hider', 'Kamrul Islam', 'Taijul Islam', 'Al-Amin Hossain']",Rangpur Riders,Runs,12.0,Mohammad Mithun,Khalid Mahmood,Masudur Rahman,Tanvir Ahmed,Manjurul Islam,Akhtar Ahmad
4,129,2016-11-18T00:00:00.000Z,Chattogram,"Zahur Ahmed Chowdhury Stadium, Chittagong",day,16th Match,Chittagong Vikings,Rajshahi Kings,Rajshahi Kings,Bowl,190.0,5.0,20.0,171.0,9.0,20.0,Tamim Iqbal,Daren Sammy,"['Tamim Iqbal', 'Dwayne Smith', 'Anamul Haque', 'Grant Elliott', 'Jahurul Islam', 'Mohammad Nabi', 'Nazmul Hossain Milon', 'Saqlain Sajib', 'Mahmudul Hasan', 'Imran Khan', 'Taskin Ahmed']","['Mominul Haque', 'Zunaed Siddique', 'Sabbir Rahman', 'Umar Akmal', 'Samit Patel', 'Daren Sammy', 'Milinda Siriwardana', 'Mehidy Hasan Miraz', 'Farhad Reza', 'Nurul Hasan', 'Abul Hasan']",Chittagong Vikings,Runs,19.0,Mohammad Nabi,Khalid Mahmood,Nadir Shah,Masudur Rahman,Tanvir Ahmed,Akhtar Ahmad
4,130,2016-11-18T00:00:00.000Z,Chattogram,"Zahur Ahmed Chowdhury Stadium, Chittagong",night,17th Match,Comilla Victorians,Rangpur Riders,Rangpur Riders,Bowl,122.0,5.0,20.0,126.0,1.0,17.0,Mashrafe Mortaza,Naeem Islam,"['Litton Das', 'Imrul Kayes', 'Ahmed Shehzad', 'Marlon Samuels', 'Najmul Hossain Shanto', 'Sohail Tanvir', 'Rashid Khan', 'Al-Amin', 'Mashrafe Mortaza', 'Mohammad Saifuddin', 'Nabil Samad']","['Mohammad Shahzad', 'Soumya Sarkar', 'Mohammad Mithun', 'Liam Dawson', 'Shahid Afridi', 'Ziaur Rahman', 'Anwar Ali', 'Sohag Gazi', 'Arafat Sunny', 'Rubel Hossain', 'Naeem Islam']",Rangpur Riders,Wickets,9.0,Mohammad Shahzad,Ranmore Martinesz,Tanvir Ahmed,Masudur Rahman,Manjurul Islam,Akhtar Ahmad
4,131,2016-11-19T00:00:00.000Z,Chattogram,"Zahur Ahmed Chowdhury Stadium, Chittagong",day,18th Match,Khulna Titans,Dhaka Dynamites,Khulna Titans,Bat,157.0,5.0,20.0,148.0,10.0,19.1,Mahmudullah,Shakib Al Hasan,"['Andre Fletcher', 'Hasanuzzaman', 'Shuvagata Hom', 'Mahmudullah', 'Nicholas Pooran', 'Taibur Rahman', 'Kevon Cooper', 'Junaid Khan', 'Shafiul Islam', 'Mosharraf Hossain', 'Ariful Haque']","['Mehedi Maruf', 'Kumar Sangakkara', 'Matt Coles', 'Nasir Hossain', 'Mosaddek Hossain', 'Shakib Al Hasan', 'Dwayne Bravo', 'Sunzamul Islam', 'Seekkuge Prasanna', 'Sohrawordi Shuvo', 'Mohammad Shahid']",Khulna Titans,Runs,9.0,Mosharraf Hossain,Khalid Mahmood,Masudur Rahman,Ranmore Martinesz,Tanvir Ahmed,Akhtar Ahmad
4,132,2016-11-19T00:00:00.000Z,Chattogram,"Zahur Ahmed Chowdhury Stadium, Chittagong",night,19th Match,Comilla Victorians,Rajshahi Kings,Rajshahi Kings,Bowl,152.0,5.0,20.0,120.0,10.0,19.0,Mashrafe Mortaza,Daren Sammy,"['Najmul Hossain Shanto', 'Khalid Latif', 'Ahmed Shehzad', 'Imrul Kayes', 'Mashrafe Mortaza', 'Ryan ten Doeschate', 'Sohail Tanvir', 'Mohammad Sharif', 'Litton Das', 'Mohammad Saifuddin', 'Nabil Samad']","['Mominul Haque', 'Zunaed Siddique', 'Sabbir Rahman', 'Umar Akmal', 'Nurul Hasan', 'Samit Patel', 'Daren Sammy', 'Mehidy Hasan Miraz', 'Farhad Reza', 'Abul Hasan', 'Mohammad Sami']",Comilla Victorians,Runs,32.0,Sohail Tanvir,Nadir Shah,Ranmore Martinesz,Masudur Rahman,Tanvir Ahmed,Akhtar Ahmad
4,133,2016-11-20T00:00:00.000Z,Chattogram,"Zahur Ahmed Chowdhury Stadium, Chittagong",night,20th Match,Khulna Titans,Barisal Bulls,Barisal Bulls,Bowl,151.0,7.0,20.0,129.0,10.0,19.3,Mahmudullah,,"['Andre Fletcher', 'Hasanuzzaman', 'Riki Wessels', 'Mahmudullah', 'Shuvagata Hom', 'Ariful Haque', 'Kevon Cooper', 'Taibur Rahman', 'Shafiul Islam', 'Mosharraf Hossain', 'Junaid Khan']","['Jeevan Mendis', 'Fazle Mahmud', 'Shamsur Rahman', 'Shahriar Nafees', 'Mushfiqur Rahim', 'Thisara Perera', 'Nadif Chowdhury', 'Rayad Emrit', 'Rumman Raees', 'Abu Hider', 'Taijul Islam']",Khulna Titans,Runs,22.0,Mahmudullah,Gazi Sohel,Ranmore Martinesz,Morshed Ali Khan,Manjurul Islam,Salim Shahed
4,134,2016-11-21T00:00:00.000Z,Chattogram,"Zahur Ahmed Chowdhury Stadium, Chittagong",day,21st Match,Dhaka Dynamites,Rajshahi Kings,Dhaka Dynamites,Bat,182.0,4.0,20.0,184.0,7.0,19.5,Shakib Al Hasan,Daren Sammy,"['Mehedi Maruf', 'Kumar Sangakkara', 'Mosaddek Hossain', 'Seekkuge Prasanna', 'Matt Coles', 'Shakib Al Hasan', 'Dwayne Bravo', 'Sunzamul Islam', 'Nasir Hossain', 'Sohrawordi Shuvo', 'Mohammad Shahid']","['Mominul Haque', 'Zunaed Siddique', 'Sabbir Rahman', 'Samit Patel', 'Umar Akmal', 'Daren Sammy', 'Abul Hasan', 'Mehidy Hasan Miraz', 'Farhad Reza', 'Raqibul Hasan', 'Mohammad Sami']",Rajshahi Kings,Wickets,3.0,Samit Patel,Nadir Shah,Ranmore Martinesz,Gazi Sohel,Morshed Ali Khan,Salim Shahed
4,135,2016-11-21T00:00:00.000Z,Chattogram,"Zahur Ahmed Chowdhury Stadium, Chittagong",night,22nd Match,Comilla Victorians,Chittagong Vikings,Comilla Victorians,Bat,183.0,3.0,20.0,186.0,4.0,19.2,Mashrafe Mortaza,Tamim Iqbal,"['Najmul Hossain Shanto', 'Khalid Latif', 'Imrul Kayes', 'Ahmed Shehzad', 'Ryan ten Doeschate', 'Mashrafe Mortaza', 'Sohail Tanvir', 'Mohammad Sharif', 'Litton Das', 'Mohammad Saifuddin', 'Habibur Rahman']","['Tamim Iqbal', 'Dwayne Smith', 'Anamul Haque', 'Shoaib Malik', 'Mohammad Nabi', 'Jahurul Islam', 'Abdur Razzak', 'Shohidul Islam', 'Zakir Hasan', 'Imran Khan', 'Taskin Ahmed']",Chittagong Vikings,Wickets,6.0,Mohammad Nabi,Khalid Mahmood,Morshed Ali Khan,Gazi Sohel,Manjurul Islam,Salim Shahed
4,136,2016-11-22T00:00:00.000Z,Chattogram,"Zahur Ahmed Chowdhury Stadium, Chittagong",day,23rd Match,Khulna Titans,Rangpur Riders,Khulna Titans,Bat,125.0,7.0,20.0,129.0,3.0,19.0,Mahmudullah,Naeem Islam,"['Andre Fletcher', 'Abdul Mazid', 'Riki Wessels', 'Mahmudullah', 'Taibur Rahman', 'Ariful Haque', 'Benny Howell', 'Alok Kapali', 'Shafiul Islam', 'Mosharraf Hossain', 'Junaid Khan']","['Mohammad Shahzad', 'Soumya Sarkar', 'Mohammad Mithun', 'Shahid Afridi', 'Liam Dawson', 'Ziaur Rahman', 'Anwar Ali', 'Sohag Gazi', 'Arafat Sunny', 'Rubel Hossain', 'Naeem Islam']",Rangpur Riders,Wickets,7.0,Shahid Afridi,Khalid Mahmood,Morshed Ali Khan,Gazi Sohel,Manjurul Islam,Salim Shahed
4,137,2016-11-22T00:00:00.000Z,Chattogram,"Zahur Ahmed Chowdhury Stadium, Chittagong",night,24th Match,Chittagong Vikings,Barisal Bulls,Chittagong Vikings,Bat,185.0,5.0,20.0,107.0,10.0,18.4,Tamim Iqbal,,"['Tamim Iqbal', 'Dwayne Smith', 'Anamul Haque', 'Shoaib Malik', 'Mohammad Nabi', 'Jahurul Islam', 'Saqlain Sajib', 'Subashis Roy', 'Zakir Hasan', 'Imran Khan', 'Taskin Ahmed']","['Dawid Malan', 'Nadif Chowdhury', 'Shahriar Nafees', 'Mushfiqur Rahim', 'Jeevan Mendis', 'Rayad Emrit', 'Thisara Perera', 'Mohammad Enamul', 'Taijul Islam', 'Abu Hider', 'Kamrul Islam']",Chittagong Vikings,Runs,78.0,Shoaib Malik,Gazi Sohel,Ranmore Martinesz,Morshed Ali Khan,Manjurul Islam,Salim Shahed
4,138,2016-11-25T00:00:00.000Z,Dhaka,"Shere Bangla National Stadium, Mirpur",day,25th Match,Rajshahi Kings,Rangpur Riders,Rangpur Riders,Bowl,162.0,5.0,20.0,150.0,5.0,20.0,Daren Sammy,Naeem Islam,"['Mominul Haque', 'Zunaed Siddique', 'Sabbir Rahman', 'Samit Patel', 'Umar Akmal', 'Mehidy Hasan Miraz', 'Daren Sammy', 'Farhad Reza', 'Abul Hasan', 'Mohammad Sami', 'Nazmul Islam']","['Mohammad Shahzad', 'Nasir Jamshed', 'Mohammad Mithun', 'Soumya Sarkar', 'Anwar Ali', 'Liam Dawson', 'Naeem Islam', 'Sohag Gazi', 'Arafat Sunny', 'Rubel Hossain', 'Muktar Ali']",Rajshahi Kings,Runs,12.0,Daren Sammy,Ranmore Martinesz,Sharfuddoula,Anisur Rahman,Moniruzzaman,Debabrata Paul
4,139,2016-11-25T00:00:00.000Z,Dhaka,"Shere Bangla National Stadium, Mirpur",night,26th Match,Barisal Bulls,Khulna Titans,Barisal Bulls,Bat,119.0,5.0,20.0,120.0,4.0,18.4,,Mahmudullah,"['Jeevan Mendis', 'Dawid Malan', 'Shahriar Nafees', 'Mushfiqur Rahim', 'Nadif Chowdhury', 'Thisara Perera', 'Mohammad Enamul', 'Rumman Raees', 'Taijul Islam', 'Monir Hossain', 'Kamrul Islam']","['Taibur Rahman', 'Hasanuzzaman', 'Riki Wessels', 'Shuvagata Hom', 'Mahmudullah', 'Nicholas Pooran', 'Mosharraf Hossain', 'Junaid Khan', 'Ariful Haque', 'Kevon Cooper', 'Shafiul Islam']",Khulna Titans,Wickets,6.0,Shuvagata Hom,Anisur Rahman,Khalid Mahmood,Sharfuddoula,Moniruzzaman,Debabrata Paul
4,140,2016-11-26T00:00:00.000Z,Dhaka,"Shere Bangla National Stadium, Mirpur",day,27th Match,Dhaka Dynamites,Comilla Victorians,Dhaka Dynamites,Bat,170.0,4.0,20.0,138.0,8.0,20.0,Shakib Al Hasan,Mashrafe Mortaza,"['Mehedi Maruf', 'Kumar Sangakkara', 'Mahela Jayawardene', 'Shakib Al Hasan', 'Mosaddek Hossain', 'Seekkuge Prasanna', 'Dwayne Bravo', 'Sunzamul Islam', 'Nasir Hossain', 'Abu Jayed', 'Mohammad Shahid']","['Najmul Hossain Shanto', 'Khalid Latif', 'Imrul Kayes', 'Ahmed Shehzad', 'Litton Das', 'Mashrafe Mortaza', 'Sohail Tanvir', 'Rashid Khan', 'Al-Amin', 'Mohammad Sharif', 'Nabil Samad']",Dhaka Dynamites,Runs,32.0,Shakib Al Hasan,Khalid Mahmood,Nadir Shah,Masudur Rahman,Moniruzzaman,Debabrata Paul
4,141,2016-11-26T00:00:00.000Z,Dhaka,"Shere Bangla National Stadium, Mirpur",night,28th Match,Rajshahi Kings,Khulna Titans,Rajshahi Kings,Bat,154.0,8.0,20.0,145.0,6.0,20.0,Daren Sammy,Mahmudullah,"['Mominul Haque', 'Zunaed Siddique', 'Sabbir Rahman', 'Samit Patel', 'Umar Akmal', 'Daren Sammy', 'Mehidy Hasan Miraz', 'Farhad Reza', 'Abul Hasan', 'Mohammad Sami', 'Nazmul Islam']","['Riki Wessels', 'Hasanuzzaman', 'Shuvagata Hom', 'Mahmudullah', 'Nicholas Pooran', 'Ariful Haque', 'Kevon Cooper', 'Taibur Rahman', 'Junaid Khan', 'Mosharraf Hossain', 'Shafiul Islam']",Rajshahi Kings,Runs,9.0,Daren Sammy,Mahfuzur Rahman,Rashid Riaz,Masudur Rahman,Moniruzzaman,Debabrata Paul
4,142,2016-11-27T00:00:00.000Z,Dhaka,"Shere Bangla National Stadium, Mirpur",day,29th Match,Barisal Bulls,Dhaka Dynamites,Barisal Bulls,Bat,132.0,6.0,20.0,135.0,6.0,19.2,,Shakib Al Hasan,"['Shahriar Nafees', 'Dilshan Munaweera', 'Jeevan Mendis', 'Mushfiqur Rahim', 'Nadif Chowdhury', 'Thisara Perera', 'Mohammad Enamul', 'Rumman Raees', 'Taijul Islam', 'Monir Hossain', 'Kamrul Islam']","['Mehedi Maruf', 'Kumar Sangakkara', 'Shakib Al Hasan', 'Nasir Hossain', 'Mosaddek Hossain', 'Seekkuge Prasanna', 'Ravi Bopara', 'Dwayne Bravo', 'Abu Jayed', 'Sunzamul Islam', 'Alauddin Babu']",Dhaka Dynamites,Wickets,4.0,Shakib Al Hasan,Khalid Mahmood,Masudur Rahman,Ranmore Martinesz,Mahfuzur Rahman,Akhtar Ahmad
4,143,2016-11-27T00:00:00.000Z,Dhaka,"Shere Bangla National Stadium, Mirpur",night,30th Match,Rangpur Riders,Chittagong Vikings,Rangpur Riders,Bat,124.0,6.0,20.0,128.0,1.0,16.0,Naeem Islam,Tamim Iqbal,"['Mohammad Shahzad', 'Soumya Sarkar', 'Mohammad Mithun', 'Liam Dawson', 'Naeem Islam', 'Shahid Afridi', 'Anwar Ali', 'Muktar Ali', 'Sohag Gazi', 'Rubel Hossain', 'Arafat Sunny']","['Tamim Iqbal', 'Chris Gayle', 'Anamul Haque', 'Shoaib Malik', 'Mohammad Nabi', 'Jahurul Islam', 'Saqlain Sajib', 'Subashis Roy', 'Zakir Hasan', 'Imran Khan', 'Taskin Ahmed']",Chittagong Vikings,Wickets,9.0,Tamim Iqbal,Nadir Shah,Ranmore Martinesz,Masudur Rahman,Mahfuzur Rahman,Akhtar Ahmad
4,144,2016-11-28T00:00:00.000Z,Dhaka,"Shere Bangla National Stadium, Mirpur",night,31st Match,Rajshahi Kings,Rangpur Riders,Rajshahi Kings,Bat,128.0,7.0,20.0,79.0,10.0,17.4,Daren Sammy,Liam Dawson,"['Mominul Haque', 'Zunaed Siddique', 'Sabbir Rahman', 'Samit Patel', 'Abul Hasan', 'Umar Akmal', 'Daren Sammy', 'Mehidy Hasan Miraz', 'Farhad Reza', 'Mohammad Sami', 'Nazmul Islam']","['Mohammad Shahzad', 'Soumya Sarkar', 'Mohammad Mithun', 'Nasir Jamshed', 'Liam Dawson', 'Shahid Afridi', 'Ziaur Rahman', 'Sohag Gazi', 'Muktar Ali', 'Arafat Sunny', 'Rubel Hossain']",Rajshahi Kings,Runs,49.0,Mehidy Hasan Miraz,Gazi Sohel,Rashid Riaz,Tanvir Ahmed,Mahfuzur Rahman,Neeyamur Rashid
4,145,2016-11-29T00:00:00.000Z,Dhaka,"Shere Bangla National Stadium, Mirpur",day,32nd Match,Barisal Bulls,Comilla Victorians,Barisal Bulls,Bat,142.0,8.0,20.0,145.0,2.0,19.0,,Mashrafe Mortaza,"['Dilshan Munaweera', 'Dawid Malan', 'Jeevan Mendis', 'Mushfiqur Rahim', 'Shahriar Nafees', 'Nadif Chowdhury', 'Mohammad Enamul', 'Rumman Raees', 'Taijul Islam', 'Abu Hider', 'Kamrul Islam']","['Imrul Kayes', 'Ahmed Shehzad', 'Marlon Samuels', 'Khalid Latif', 'Mashrafe Mortaza', 'Litton Das', 'Rashid Khan', 'Mohammad Saifuddin', 'Nabil Samad', 'Najmul Hossain Shanto', 'Shahadat Hossain']",Comilla Victorians,Wickets,8.0,Nabil Samad,Khalid Mahmood,Mahfuzur Rahman,Gazi Sohel,Tanvir Ahmed,Raqibul Hasan
4,146,2016-11-29T00:00:00.000Z,Dhaka,"Shere Bangla National Stadium, Mirpur",night,33rd Match,Khulna Titans,Chittagong Vikings,Khulna Titans,Bat,131.0,8.0,20.0,135.0,5.0,18.4,Mahmudullah,Tamim Iqbal,"['Riki Wessels', 'Taibur Rahman', 'Alok Kapali', 'Shuvagata Hom', 'Mahmudullah', 'Ariful Haque', 'Nicholas Pooran', 'Kevon Cooper', 'Mosharraf Hossain', 'Junaid Khan', 'Shafiul Islam']","['Tamim Iqbal', 'Chris Gayle', 'Anamul Haque', 'Shoaib Malik', 'Zakir Hasan', 'Jahurul Islam', 'Mohammad Nabi', 'Subashis Roy', 'Saqlain Sajib', 'Imran Khan', 'Taskin Ahmed']",Chittagong Vikings,Wickets,5.0,Tamim Iqbal,Gazi Sohel,Ranmore Martinesz,Tanvir Ahmed,Mahfuzur Rahman,Raqibul Hasan
4,147,2016-11-30T00:00:00.000Z,Dhaka,"Shere Bangla National Stadium, Mirpur",day,34th Match,Dhaka Dynamites,Rangpur Riders,Dhaka Dynamites,Bat,188.0,7.0,20.0,146.0,8.0,20.0,Shakib Al Hasan,Arafat Sunny,"['Mehedi Maruf', 'Evin Lewis', 'Seekkuge Prasanna', 'Andre Russell', 'Shakib Al Hasan', 'Dwayne Bravo', 'Mosaddek Hossain', 'Nasir Hossain', 'Sunzamul Islam', 'Irfaan Shukkur', 'Abu Jayed']","['Nasir Jamshed', 'Shahid Afridi', 'Mohammad Mithun', 'Gihan Rupasinghe', 'Liam Dawson', 'Ziaur Rahman', 'Soumya Sarkar', 'Sohag Gazi', 'Muktar Ali', 'Arafat Sunny', 'Rubel Hossain']",Dhaka Dynamites,Runs,42.0,Evin Lewis,Khalid Mahmood,Nadir Shah,Masudur Rahman,Mahfuzur Rahman,Raqibul Hasan
4,148,2016-11-30T00:00:00.000Z,Dhaka,"Shere Bangla National Stadium, Mirpur",night,35th Match,Rajshahi Kings,Comilla Victorians,Rajshahi Kings,Bat,124.0,7.0,20.0,125.0,2.0,18.4,Daren Sammy,Mashrafe Mortaza,"['Mominul Haque', 'Nurul Hasan', 'Sabbir Rahman', 'Samit Patel', 'Mehidy Hasan Miraz', 'James Franklin', 'Daren Sammy', 'Farhad Reza', 'Abul Hasan', 'Mohammad Sami', 'Nazmul Islam']","['Imrul Kayes', 'Ahmed Shehzad', 'Marlon Samuels', 'Khalid Latif', 'Rashid Khan', 'Nabil Samad', 'Najmul Hossain Shanto', 'Mohammad Saifuddin', 'Litton Das', 'Mashrafe Mortaza', 'Shahadat Hossain']",Comilla Victorians,Wickets,8.0,Mohammad Saifuddin,Masudur Rahman,Rashid Riaz,Khalid Mahmood,Mahfuzur Rahman,Raqibul Hasan
4,149,2016-12-01T00:00:00.000Z,Dhaka,"Shere Bangla National Stadium, Mirpur",night,36th Match,Barisal Bulls,Rajshahi Kings,Rajshahi Kings,Bowl,161.0,4.0,20.0,144.0,7.0,20.0,,Daren Sammy,"['Jeevan Mendis', 'Dawid Malan', 'Fazle Mahmud', 'Mushfiqur Rahim', 'Thisara Perera', 'Shahriar Nafees', 'Monir Hossain', 'Mohammad Enamul', 'Taijul Islam', 'Kamrul Islam', 'Rayad Emrit']","['Mominul Haque', 'Nurul Hasan', 'Sabbir Rahman', 'Samit Patel', 'Raqibul Hasan', 'James Franklin', 'Daren Sammy', 'Farhad Reza', 'Mehidy Hasan Miraz', 'Nazmul Islam', 'Mohammad Sami']",Barisal Bulls,Runs,17.0,Rayad Emrit,Mahfuzur Rahman,Ranmore Martinesz,Tanvir Ahmed,Mozahiduzzaman,Salim Shahed
